content_id,product_ids,lengths
a0b8,"['1d1c', '1d13', '1cb6', '1cbf']",4
a0d3,['1cfe'],1
a130,['1d46'],1
a166,"['1104', '6c25', '6d02']",3
a1c4,"['97a4', '1cc5', '6b3a', '6e44']",4
a23b,"['1ce9', '967e', '135e', 'c448']",4
a30a,"['9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499', '6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad']",16
a320,"['c4ce', 'c4fa', '6e62']",3
a331,['fce5'],1
a90e,['6091'],1
b3b5,"['b7e3', '1e68', '1e34', 'b8ff', 'b834', '1178', '1421', '1302', 'b850', '9b42', 'b818', '4cbd', '9bca', '9b3f', '9b7b']",15
b94a,"['99da', '69ab', '9a4c', '9a07', '6964', '6967', '99dd']",7
ba45,['1f39'],1
bc30,['e101'],1
bcb8,['1f4e'],1
bcd6,['9956'],1
bd05,['1f39'],1
bd0a,['bf88'],1
bd35,['1f4e'],1
bd96,"['1f3c', '1f3f']",2
bda7,['e2b2'],1
bdc0,['e175'],1
bde3,['1f39'],1
bdf5,['1f39'],1
bbd9,['1f4e'],1
bbe1,"['9989', 'e253']",2
bcb0,['1f39'],1
bcba,"['e253', 'e161', 'e262']",3
bcd4,"['1f3c', '1f3f']",2
bcf8,['1f45'],1
bcfd,['e1fb'],1
bd18,"['1f4e', '1f60', '1f39']",3
bd30,['1f45'],1
bd9e,['1f6f'],1
be0b,"['f51f', 'f504', 'f51b']",3
e4f6,['9a23'],1
e52a,['65e1'],1
e569,['9ed1'],1
e5bd,"['848d', '9ed1']",2
e5df,"['1d43', '9ed1']",2
e605,"['11bf', '3652']",2
e662,"['9eec', '367d']",2
e777,['0fe9'],1
e7dc,['8b9a'],1
e8ab,['30b4'],1
e978,['f0f5'],1
ea66,['8b92'],1
eaf8,"['6e3e', '6e62', '1cb6', '1198', 'c662', 'c21c', 'c68f']",7
eb18,['c243'],1
eb4d,['b7db'],1
eba0,['b7db'],1
ebd8,['8b92'],1
ef38,['3ec1'],1
ef68,['63c1'],1
f0ae,"['3f4e', '2dc6']",2
f119,"['6385', 'efb6']",2
f373,['1f45'],1
f3b9,['1f63'],1
f50b,['1f57'],1
f55c,['1f60'],1
f5d7,['1f63'],1
f64a,['1f45'],1
f67b,['1f63'],1
f6bf,['1f60'],1
f768,['1f60'],1
f797,['1f63'],1
f84c,['1f3c'],1
f894,['1f60'],1
f8c2,['1f60'],1
f97a,['1f63'],1
f9e2,['1f63'],1
fa63,['1f3c'],1
fb2a,['1f3c'],1
11cb,['1f57'],1
12a4,['1f63'],1
130e,['1f42'],1
13db,['f230'],1
13df,['1f54'],1
141b,"['f230', 'f053', 'ef15']",3
141f,['26b1'],1
145c,['1265'],1
1548,['0fe9'],1
1553,['643d'],1
1568,['1f3f'],1
1599,['1f3f'],1
162a,['1f63'],1
16bf,['1f60'],1
181e,['1f54'],1
18ce,"['1f54', '1f3f', '1f42', '1f45']",4
1932,['1f3c'],1
1971,"['1f3c', '1f3f']",2
1998,['1f63'],1
19ef,['1f60'],1
1adf,['1f54'],1
1bbd,"['24d9', '24d3', '251b', '1261', 'b89e', '24dc', '24ee', '25b7', '1302', 'eef6', '2506', '12b4', 'eef9', '24e2']",14
1e41,['1f3f'],1
1e82,['1f5a'],1
1ebc,['1f3f'],1
1f3a,['1f3f'],1
1f5b,['1f60'],1
20d8,"['6de7', '6f9a', '6d3f']",3
217f,['200a'],1
21cb,['2046'],1
21f2,"['6d3f', '6ab7', '6ae4', '6dcf', '6d30']",5
21f7,"['6abd', '6db1', '6de7', '6ab7']",4
22ee,['2025'],1
231a,['1ffe'],1
2434,['200d'],1
3a32,['2a28'],1
3b0a,['200d'],1
3b8b,['200d'],1
3c1f,['200a'],1
3cb7,['1ffe'],1
3cea,['200a'],1
3d21,['2034'],1
3dc5,['202b'],1
3de5,['2028'],1
3e43,['200a'],1
3e7b,['202b'],1
3e82,['2a22'],1
3ed8,['2a19'],1
3f90,['2025'],1
3fa3,['2025'],1
4168,"['01a8', '01c8']",2
41bd,['01c8'],1
4205,"['01c8', '01a8']",2
4291,['01c8'],1
468b,['01c8'],1
479d,"['c4f7', 'c4fd', '9f0a', '3388', 'b7db', '897a', 'c50c', '6e56', '1cce']",9
47a4,['e342'],1
4823,['2a1f'],1
4882,['2a25'],1
492d,['0cf9'],1
495f,['0ced'],1
80c3,['bdec'],1
94d1,['34a7'],1
95ec,['fd05'],1
9606,['84f4'],1
96c6,"['3680', '88c5']",2
979b,['c125'],1
986d,"['8972', '3388']",2
9939,"['e421', 'e345']",2
99bd,['0cd5'],1
9a2d,"['200a', '99fb', '24a0']",3
9a3f,"['fe5f', 'b7db', '01c8', 'fd53']",4
9b11,"['016c', '0169']",2
9b2f,"['9968', '1d16']",2
9b5e,['1d13'],1
9bbb,"['9b0a', '06e3']",2
9c3c,"['367d', '35d9', '1198']",3
a0f4,"['65e7', 'c506', '8962', '8919', '1198']",5
a31f,"['1198', '1d43', '369f', '9f0a', 'b7db', 'c4f7', '88dd']",7
a37c,"['016c', '0169']",2
a438,"['1198', 'b7db', '9ee9', '368c', '3680', '3388']",6
a43f,"['01f5', '01c8', '01cb']",3
a4c6,"['65e7', '9ee0', '9eec', '1d3d', '1198', '890d']",6
a50e,"['890d', 'fd6a', '8925', '88b9', '888a', 'fd3b']",6
a57a,"['890d', '65e7', '9f2e', '9ee9']",4
a5b3,"['6df9', '6c3a', '6b1d', '6e89', '6ca3', '6d39', '6d60']",7
a83f,"['01c8', '34c2']",2
a9bf,"['98f7', '1d43']",2
aa03,['01c8'],1
aa8e,"['9a07', '6999']",2
ac80,"['c1b3', '9fd8']",2
ad2b,['e8ea'],1
b7cd,"['1cb6', '3521']",2
c70c,"['65e1', '3677', 'b7db']",3
c7a4,"['b7de', '9f31', '8842', '1d46']",4
c825,"['fe84', '9995', '9968']",3
c8ac,"['34b3', '2257', '2266', '35d9']",4
c8d3,['e2d1'],1
c983,"['015a', '998f']",2
c9e8,['0160'],1
ca2d,['00dc'],1
ca4b,"['6e5c', '6e53', '6e65', '3503', '1cd7']",5
ca56,['6091'],1
ca91,['9ab7'],1
cab0,"['c1a3', '998f', 'bf1a', '6091']",4
cb03,"['6e98', '6ac6', '6c3d', '6e80', '6e1d']",5
cdc4,['3e46'],1
cddb,['3e46'],1
cdf0,"['6e0e', '6ae4', '6d60', '6bc8', '6aba']",5
ce5e,['33a3'],1
cea9,['e2d1'],1
cead,['bdb5'],1
cf46,['9200'],1
d078,['9a4c'],1
d08c,['11dc'],1
d143,['e45e'],1
d183,['b7db'],1
d202,['9215'],1
d26d,['fd53'],1
d2a1,"['015d', '0078']",2
d2d5,['9d02'],1
d339,"['271b', '1f42']",2
d6d8,"['9d11', '22a7', '9d08', '9d17', '22a1', '22a4', '9d0b', '9d0e']",8
168a,['8dd5'],1
20d6,['1ccb'],1
34e0,"['74b8', 'f43b']",2
3533,"['9474', 'f39b', '93d0']",3
3591,['9d1a'],1
3649,['1cb6'],1
3691,['6091'],1
36cd,['9a66'],1
36f8,['c1a3'],1
371f,['9b0a'],1
3736,['9200'],1
3761,['9d14'],1
386b,['91fd'],1
38c8,['f587'],1
38f2,"['1cc2', '369f']",2
3904,['9d43'],1
396b,['1f42'],1
39ce,"['1f1e', '9212']",2
3a14,['1f5b'],1
3a52,"['30e6', 'f449', '4d91', 'c260', '053a', 'e2b2', '2271']",7
3a5a,"['e35e', '9209']",2
3a78,"['897a', '9f1c']",2
3ab2,"['65e7', '227e', 'c4ee', '2269']",4
3af6,"['c1cf', 'e424']",2
3d59,"['9995', '9f0a', 'c4eb', '34b6']",4
3d94,"['24a0', '1e68']",2
3de0,['883a'],1
3deb,['887e'],1
3e08,['0ce1'],1
3e22,"['c866', 'e1f8', '9ef8', '1f55']",4
3e24,['1f39'],1
3e4a,['9a29'],1
3e5d,['01a8'],1
3e60,"['6e59', '3388']",2
3e70,"['65e1', '890d']",2
3e87,['88b9'],1
3e88,['c50c'],1
3eb6,"['06e3', '01a8']",2
3ec8,['c50c'],1
3ec9,['594e'],1
3ef6,"['9ad5', 'e421']",2
3f27,['1195'],1
3f33,"['367d', '9ee9']",2
3f61,"['9eda', '9ee0']",2
3f98,"['e101', 'e385']",2
3fa5,"['3388', '1198', 'fd35']",3
3fcc,"['887e', '1d16']",2
3fcd,['224e'],1
3fdf,"['9b0a', 'c8f2', '8875', 'b7db', '1d43']",5
402c,"['8875', '34bf']",2
4f74,"['9f04', '9edd', '9ed1']",3
500f,['224e'],1
504e,['224e'],1
509a,"['2290', '227b', '2281']",3
50bd,"['e35c', '369f', '9f2e', '9ee9', '1d43', '34bf']",6
5177,"['99fb', '9995', 'e35c', '6692']",4
518a,['897a'],1
51d3,['897a'],1
569b,['e0d7'],1
659d,['e9df'],1
6634,['c4ee'],1
68ef,"['367a', '3521', '3388', '6e47']",4
68f3,['14d2'],1
690a,"['9212', 'e35c']",2
697b,['9ad5'],1
69de,"['1198', '1d46']",2
6a34,['1198'],1
6a37,['c2fa'],1
6a5d,"['1198', 'c545']",2
6a84,['3148'],1
6aad,"['1198', 'b7db']",2
6ab2,['3f5f'],1
6ac9,"['1198', '3388', '88b9']",3
6ae4,['9466'],1
6b2a,"['1198', 'b7db', '8925', '2272']",4
6b7f,"['fd21', '9992']",2
6baa,"['fd1c', 'f3e2']",2
6bc7,['99e6'],1
6bf9,"['6e56', '6e5f', '6e89']",3
6fdb,['695e'],1
6fdd,['9a07'],1
7011,['3843'],1
7034,['695e'],1
7087,['aadd'],1
7120,['9ee9'],1
7123,"['99da', '6990', '6999', '698d']",4
713b,['367d'],1
714b,['313f'],1
7153,['b7db'],1
7171,['369f'],1
7178,['2272'],1
71a6,"['e394', '367d']",2
71d3,['e2d1'],1
71d4,['9995'],1
724d,['2272'],1
72dd,['1f39'],1
7330,['9b04'],1
7367,['9f1c'],1
737a,['9b0a'],1
7398,['9a0d'],1
73c7,"['1d49', '1d46', '2272']",3
73e6,['34b6'],1
7414,['d7d9'],1
742b,['6692'],1
7432,['9a2c'],1
756a,"['1382', '9a7a', '2040', 'c1cf']",4
84d7,"['1d04', '1cf5', '1d19']",3
8516,"['1f60', '99b3', 'e2d1']",3
881e,"['848d', 'fd05', '84f4']",3
8868,"['84f4', 'fd05', '848d']",3
8876,['24c7'],1
88c3,['6e5f'],1
88f1,['fe9a'],1
895e,['11ac'],1
89d0,['c50c'],1
89d7,['c4e8'],1
8a5d,['887e'],1
8a6e,['b7db'],1
8a7e,['887e'],1
8af4,"['1000', '0ff3']",2
8b1b,['34cb'],1
8b26,['c554'],1
8b44,['88b0'],1
8b86,['e470'],1
8bad,['9496'],1
8be2,['9f31'],1
8bfc,['88fe'],1
8c1e,['11e0'],1
8c22,['6e8c'],1
8c38,['11e0'],1
8c57,"['e482', '1198']",2
8c73,['1198'],1
8cac,['88dd'],1
8cef,"['9992', '1d5e', '1d5b', '1d55']",4
8fda,['e470'],1
904c,['b7db'],1
9062,['1195'],1
9072,['c500'],1
90ba,['06f8'],1
90c3,['06f8'],1
90d4,['88d5'],1
90f9,['9f31'],1
9168,['34cb'],1
928c,['2239'],1
929b,['7cc9'],1
92c5,['2239'],1
933a,['223c'],1
a870,"['7e12', '7c9a', '7c19', '7c79', '7c22']",5
a941,['223c'],1
a9f8,"['6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad']",8
aa5b,"['223c', '2239']",2
abaa,['7cd2'],1
ac09,['7c22'],1
ac93,['2239'],1
acfd,['7d19'],1
ad07,['2236'],1
ad5d,['2239'],1
adfa,['2239'],1
ae05,['2239'],1
ae31,['7c8f'],1
ae4e,['2236'],1
ae78,['2236'],1
aebe,['223c'],1
aeec,['223f'],1
aefc,"['7bcb', '7bc0']",2
af3c,['2236'],1
af5f,['2239'],1
af94,['2239'],1
aff4,"['2287', '14d5', '369f', '35eb', '9ee3', '9f22']",6
b003,"['9ee3', 'bdf2', 'fd05']",3
b00c,['e1d0'],1
b054,['88ed'],1
b082,['9d43'],1
b131,"['c50c', '224e', '01a8', '9ef5', 'fd05']",5
b138,"['8972', '2272', 'bdf2']",3
ba92,"['f51b', '01f5']",2
9dbd,"['a04d', '5f77']",2
9e00,"['0f1f', 'c5af', '5f77']",3
9e74,"['1f45', 'e460']",2
9e86,"['897a', '885b', '8962', 'c503', '3686', '3518', 'd7d3', '1198', '2281', '227e', 'c506']",11
9ed8,['2287'],1
a24c,"['9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499', '4cbd']",9
a276,"['135b', '1386', '2de1', '5e0b', '1f39']",5
a530,['9a29'],1
af75,"['01c8', '668f', '6692']",3
bc50,"['6e41', '3521']",2
d579,"['668f', '6692']",2
d5bc,"['6e6e', '6e83', '6e89']",3
dcc6,"['23da', '6d5a', '6ea1', '7045', '6f16', '6b20', '6e08', '6d60', '6dcf', '6e86', '6abd', '6aa5']",12
7ccf,['12f5'],1
8403,['c883'],1
8425,['bf06'],1
8473,['314e'],1
8494,['ef66'],1
84a0,['5342'],1
84da,"['63cd', '5342']",2
850d,"['63cd', '5342']",2
851d,['8652'],1
8520,"['99ef', '99a7']",2
852d,"['63e5', '5342']",2
8530,['793c'],1
8534,"['63e5', '7500']",2
8538,"['63e5', '5569']",2
854a,"['703c', '704b']",2
8557,"['98f7', 'b7db']",2
ddd7,"['b7db', '1198', '9f10']",3
dde0,['aac8'],1
dde3,"['3388', 'b7db', '1198', '9f10', '9f04', '9f07']",6
ddf1,['c548'],1
de14,['1198'],1
de15,['84f4'],1
de1a,['01f5'],1
de2a,"['886c', '84f4', '9edd', '1198']",4
de3c,"['84f4', '1198', '886c', '9edd']",4
de46,"['b7db', '1198', '84f4', '9ee9', '6e59']",5
de5a,"['7c84', '7c0e']",2
deb8,['7b97'],1
deea,['7c3f'],1
defa,['7b94'],1
df0e,['7b97'],1
df19,['7b97'],1
df2b,['7b97'],1
df38,['7b94'],1
dfbc,['7bcb'],1
dfc1,['7bcb'],1
dffc,['789a'],1
e03e,"['6e65', '3677', '65e7', 'c506']",4
e04c,"['7918', '7a7d']",2
e1c9,"['032b', '7a8c', '79ea']",3
e2c0,"['35dc', '9f0a', '1cf8', '885b', '1d22', '1d1f', '1cec', '227b', '2281']",9
e670,['897a'],1
e68f,['e096'],1
e698,['e096'],1
e6a2,['e08d'],1
e6ab,"['e07e', 'e0e7']",2
e6be,['e0d8'],1
e6c5,['e096'],1
e6c9,['e096'],1
e6d4,['e081'],1
e700,['e08d'],1
e70c,['e421'],1
e723,['e04a'],1
e727,['e418'],1
e772,"['b7e4', 'c1d1', '883a', '2281', '65e7', '367a', '1f48', 'c50c', 'c4f7', '6db1', '6ca9', '6ea1', '6dab', '6df0']",14
e773,"['e41e', 'e40f']",2
e791,"['1f4b', '1f63']",2
e798,"['e421', 'e41e']",2
e79a,"['1f63', '1f4b']",2
e7e5,['e41e'],1
e7e8,['6927'],1
e82c,['3706'],1
e831,"['99da', 'e3a9', '015a', 'e3a3', '9215']",5
e833,"['1382', '99fb', 'e353', '1d55']",4
e835,"['015a', 'e3ac', 'fe84', '00ec', 'e427', '9b0a', 'fe5f', 'c4e6', '1f45', '99d4', 'e3af']",11
e83a,"['7500', 'c1e7', '5569', '3b02']",4
e85e,"['5342', '7500', '2208', '21ed', '220b', '9d52']",6
e862,"['01a8', '65e7']",2
e875,"['60cd', '6162']",2
e897,['6932'],1
e899,['e421'],1
e89e,['690c'],1
e8aa,['68a2'],1
e8dc,['1f6b'],1
e947,"['88ed', '8972', '88fe', '88e5', '8875', '8925']",6
e973,['1d5b'],1
e986,"['beca', '7a50', '7a68']",3
ea34,['efa7'],1
eef0,"['6dae', '6b20', '6ab7', '6ae4', '6d60', '6df6', '6ae1']",7
ef2e,"['65e4', 'b7db']",2
ef3b,['bf0e'],1
ef74,['ef8a'],1
ef7e,"['63a9', '63a0']",2
ef96,['ef8a'],1
ef98,"['6ee3', '6f52', '6f46', '6f49', '6f31', '6f28']",6
efc7,"['638e', '63ee']",2
efe1,['ef8a'],1
eff2,"['ef8a', '638e']",2
f01f,['ef8a'],1
f029,['63af'],1
f047,['63eb'],1
f06e,"['efae', '6364']",2
f10b,['3506'],1
f111,['c4ce'],1
f120,"['6acc', '6c3a', '6ae4', '6dcf', '6e17']",5
f122,['122d'],1
f125,['6091'],1
f136,"['6ad5', 'c548', '6aa2', '6e1d']",4
f13a,"['1198', 'e470']",2
f199,['6e89'],1
f1b8,['8865'],1
f1ec,['8875'],1
f1ee,"['65e7', '0169', '1cb3', '9ee3']",4
f1ef,['6e89'],1
f1fa,['9b04'],1
f202,['feb2'],1
f20f,['e461'],1
f213,"['9ee9', '2272', '6e56', '9f31']",4
f218,"['2272', '6e41']",2
f21d,"['3388', 'b7db']",2
f226,"['b7e1', '3388', 'b7db', '337f', 'fd4c']",5
f228,"['ea66', 'ea59']",2
f2ed,['14d4'],1
f314,['c5af'],1
f319,"['337c', 'b7d8', '3385', '016c']",4
f327,"['9a4c', '6996']",2
5759,"['c243', 'e002', '791b', '9147', '6050', '5f94', '6035']",7
5790,"['bf06', '6e41', 'b7db', '7499']",4
57a2,['88cd'],1
57a6,['88cd'],1
57aa,"['2da9', '1198', '0169', '608a']",4
57ae,"['74ba', '0169', '0cd3', '639d']",4
57b0,['1192'],1
57b8,"['782b', 'ef92']",2
57c6,['9d39'],1
57ca,"['9cf0', '76f8', '9d49', '9d02', '9cff', '9d53']",6
57d0,['63d3'],1
5802,['34f7'],1
5816,['0702'],1
5818,['0702'],1
5833,['365b'],1
5839,"['2272', 'b7db', '8865']",3
58be,"['4eaf', '4eac', '4eb2']",3
58e0,['4ea9'],1
5919,['e464'],1
5947,['4ea9'],1
5964,['4ea9'],1
598c,['886c'],1
5a4a,"['043f', '772c']",2
5a4c,['c4e8'],1
5a4f,['c4e8'],1
5a5d,['3706'],1
5a69,['52f1'],1
5a6b,['6e8f'],1
5a6c,"['025e', 'c5ea']",2
5a74,['35e8'],1
5a81,"['772c', '7926']",2
5a90,"['763d', 'ea8d']",2
5aa5,['35f1'],1
5aa7,['4ea9'],1
5abb,['35f1'],1
5ac9,['5855'],1
5af8,['1192'],1
5b6f,['119b'],1
5b82,['c3a3'],1
5b9f,['5855'],1
5cf6,"['9b6c', '6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad']",9
5cf7,['a04d'],1
5d6d,['01c8'],1
5d75,"['9bbd', '2e2b', 'fb81', 'f727', '6df5', '0e98', '35bf', 'f3a8', '9b29', '2919', 'fb9a', 'fc1b', 'f39b', 'bf3d', 'c02a', '0e87']",16
5dbd,"['c258', 'c536', 'c4ce']",3
5f9d,"['76ed', '75ab']",2
5fa6,['75ab'],1
5faa,"['9c76', 'c4da']",2
5fed,['885b'],1
5ff0,['885b'],1
5ff6,['14d2'],1
5ff8,['14d2'],1
6000,['c50c'],1
600c,['2965'],1
6016,['c50c'],1
6029,['11e0'],1
6033,['14d1'],1
6035,['14d1'],1
6037,"['c497', '353d']",2
6045,['c463'],1
604f,['6e89'],1
6059,['14d5'],1
6086,"['9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499', '6032', '375f', 'bfa3', 'c622', '608a', '6090', 'aa93']",15
6093,['fd3b'],1
60b9,['84f4'],1
60d0,['9cb7'],1
60ec,"['98f7', '3521']",2
60fb,['99ad'],1
610c,"['6e02', '6ca3', '6b20', '6ae4', '6ad2', '6e56']",6
610e,['99ad'],1
612b,['34ce'],1
6172,['c50c'],1
617e,['c88f'],1
6195,['14d5'],1
61e2,"['fd05', '9f2e', 'fd3b']",3
6213,"['88cd', '1d49']",2
6222,"['35e2', '3367', 'b7d8', '88d5']",4
6247,"['9f31', 'bde9']",2
6252,['9ea1'],1
62f1,"['9f34', '9f31', '9f2e', '9f28', '93d0', '9f2b', '6b23', '6fac', '6fb2']",9
6325,"['fd1c', 'fd14']",2
6655,"['c4ce', '35e5', '3388', '2272', '9f04', '6e44', '1cc5', '1198', '791b', '227b', '367a', 'c506', '1d40', '65e7']",14
66b2,"['c3b5', '3388']",2
66c1,['e0df'],1
66cc,"['e1d0', 'f587']",2
672a,['6595'],1
674b,"['9b42', 'aa93', '6090', '608a', 'c622', 'bfa3', '375f', '6032', '9b6c', '11e3', '4c1e', '20a9']",12
67cf,"['93d0', 'f367', 'f35c']",3
67e0,"['6ead', '6eb3', '6eaa']",3
67ff,['93ff'],1
680a,['f39b'],1
680e,['c860'],1
6810,"['c3b5', '3388']",2
6825,['93d0'],1
6856,"['11e3', '143b', '130f', '12b4']",4
686a,"['998c', '9977']",2
6940,"['88f6', '67b5', '04b3', '67a3']",4
6951,"['4de1', '8853']",2
6955,"['0f71', '1111']",2
6957,['8dc0'],1
695d,"['e3be', '50b0', 'e3c4']",3
6965,"['c53c', '8939']",2
697c,"['4de1', '4d43']",2
69c1,"['9189', 'c87e', '9177']",3
6b99,"['ea73', 'ea80']",2
6dbc,"['0169', '016c']",2
6dc2,"['0169', '69a8']",2
6dd2,"['e307', '0cf6']",2
6ddf,['be17'],1
6de5,['be0e'],1
6dee,['3418'],1
6e0a,"['99cb', '6952', '99ad', '99b6']",4
6e6c,"['3515', 'b7e1']",2
6e86,['9968'],1
6e87,"['1d3d', '1d40']",2
6e99,"['9eaa', '1198', 'c50c']",3
6e9b,['c50c'],1
6eb0,['228d'],1
6ee0,"['c509', '2272']",2
6ef3,['c509'],1
6ef8,['367d'],1
6f09,"['c50c', '9eaa']",2
6f0b,['3527'],1
6f12,['228d'],1
6f13,"['65e7', '3388']",2
6f16,"['224b', '2251', '2248', '2245', '0039']",5
6f2b,['01a8'],1
6f2c,['65e7'],1
6f35,"['9f0a', '9f04']",2
6f38,['9a29'],1
6f39,['84f4'],1
6f3a,"['c866', '9206', '1f5b']",3
6f3f,"['1d3d', '3388']",2
6f50,['9f2b'],1
6f52,['14d3'],1
6f54,['65e7'],1
6f57,['01f5'],1
6f59,['1198'],1
6f5a,"['1f58', '91e5', '9206']",3
6f5c,['9f04'],1
6f5e,['c7a2'],1
6f61,['9edd'],1
6f63,"['999b', '99fb', '996e']",3
6f66,['3527'],1
6f6a,['efa7'],1
6f6b,['9ee0'],1
6f6c,['c506'],1
6f71,['228d'],1
6f72,['c7a2'],1
6f75,['1198'],1
6f79,"['fd27', '9ee9']",2
6f7a,"['0fbc', '0f77', 'ef92', '9d26']",4
6f7e,['84f4'],1
6f89,"['5532', '781e']",2
6fea,"['11e3', '9b6c', '283c', '0f1f', '4c1e', '20a9', '748e', '7499', '6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad', 'aa93', '6090', '608a', 'c622', 'bfa3', '375f', '6032']",23
6fed,['2824'],1
6ffe,['ef9b'],1
7001,"['2a25', '2a28']",2
7004,['5527'],1
7013,['ef9b'],1
7015,"['35e2', 'b7db', '9f04', 'c4ce']",4
7019,['ef9b'],1
701f,['ef9b'],1
7021,"['227e', 'fd53', '9eec', '01c8']",4
7026,['04df'],1
702f,['f3b6'],1
7037,"['90be', '4d43', '6d0f', '11ef']",4
7045,"['4de1', '10c9']",2
706f,"['1e5b', '6aa5', '9eda', '6b9e', '6b20', '6e1a', '6dcf', '11fd']",8
71fe,['223f'],1
7202,"['31d8', 'e19c']",2
7206,['019f'],1
720a,['ea3c'],1
720d,"['ea3c', 'ea39']",2
7215,['ea4c'],1
7219,"['ea39', 'ea3c']",2
721b,"['9466', 'bf75']",2
7229,"['0f98', 'fd1c', '367d']",3
723b,['f190'],1
723d,"['367d', '894a', '3388', '2272', '1198']",5
7243,['e287'],1
7245,"['1e27', 'c319']",2
7248,"['244a', 'c1c2']",2
724c,['6f01'],1
724e,['c7a2'],1
724f,"['61cb', 'c3aa']",2
7253,"['65e7', 'c509', '228d']",3
7257,['f3b6'],1
7260,['ef95'],1
7264,"['3f4e', '2dc6']",2
7274,"['34aa', '6e44', '35dc', '1198']",4
727c,['ef9b'],1
727e,"['1198', '8896']",2
7284,"['1198', '35dc']",2
7285,"['111c', '0d9c']",2
7288,['d7ca'],1
728a,['ef9b'],1
728c,['6770'],1
728f,['5532'],1
7293,['ef9b'],1
7294,"['b7db', '1198', '9f04', '1d40', '11e0']",5
7297,"['60cd', '6162']",2
729b,['6ed3'],1
729c,"['ea80', 'ea73']",2
72a6,"['c506', '367d', 'c548', '228d', 'fd60']",5
72b9,['c7a2'],1
72bc,['efa7'],1
72be,['5532'],1
72bf,['015a'],1
72c2,['c7a2'],1
72c4,['88fe'],1
72c8,"['9a07', '1198']",2
72d2,['88a4'],1
72d4,"['c421', 'c4eb', '890d']",3
72f7,['c512'],1
72fd,"['8939', 'b7db']",2
7302,['88f6'],1
7305,"['ea66', 'ea59']",2
7307,"['c4f7', '6e44', 'b7db']",3
730a,"['e1dc', '3271', 'b7db']",3
730e,"['1178', 'e19c', '01b6']",3
7313,"['b85d', 'b7db', '8865']",3
7316,"['1e5b', '29c1', '1e27']",3
7318,['24b2'],1
731a,"['0673', 'b7db', '8853']",3
731c,"['c4eb', '1198', 'fd47']",3
731e,"['0628', '3388', '88a4']",3
7325,['223e'],1
732a,['bf0e'],1
7333,"['3388', 'b7db', '2272', '6e56']",4
7334,"['0166', '9a01']",2
7340,"['f3b6', '0dba', '7931']",3
7344,"['3388', '2272', '65e1', '884a']",4
7353,"['9ece', '3388', '6e53', '9ed1']",4
7362,"['0dba', 'c260', '7931']",3
7368,['e3f7'],1
736a,"['88f6', '6e65', '1cfb', '1d10', '1cbf', '1cce', '1ca7', 'fd27']",8
7375,['bf0e'],1
7384,"['00ec', '50ad']",2
7387,"['c548', '3677']",2
738a,['9992'],1
7392,"['4ec0', '4ecf', '4ed8', '4ebd']",4
7394,['9177'],1
739a,"['4ebd', '4ec0', '4ecf', '4ed8']",4
73e3,['34cb'],1
740f,"['5050', '4fd5', '5047']",3
7438,"['4fe1', '4fea', '5056']",3
743f,['4fcc'],1
747b,"['5047', '503b']",2
7481,['105b'],1
7496,"['4fea', '4ff6', '5056', '4fcc', '503b']",5
749c,['4fd5'],1
74a4,"['890d', '3388', '1d40']",3
74b3,"['503b', '4fd5', '5050']",3
750e,"['0f85', '9b9d', '5fd3', 'f11f', 'f165']",5
755c,"['e03b', 'e041', 'e047']",3
756c,"['e03b', 'e041', 'c634', 'dfc3', 'dfb0', 'c625', 'e00e']",7
7594,['0f56'],1
75a6,"['227e', '367d', '227b', '369f']",4
75b7,"['9f0a', 'c4fd']",2
75cf,"['668f', '6692']",2
75dc,['668f'],1
7752,"['9b4d', '9b3f', '9cc0']",3
776a,"['65e1', '3689', '9edd', '6e41']",4
7774,"['3388', '1198', '6e68', '6e6b']",4
777b,"['b7db', '98f4', '9903', '98fa']",4
7784,"['6e4d', '88a4', '4eff']",3
7792,"['998f', '5056', 'b7db', 'c50c', 'c17d', '9f16', '8acf', '0729']",8
7794,"['35eb', '35f1', '3601', '6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad', '6032', '375f', 'c622', '608a', '6090', 'aa93']",17
77af,"['562f', '8eea']",2
77d0,"['5973', '562f']",2
77d8,"['56a8', '8ef3']",2
77dc,['6990'],1
7873,"['6ed3', '7897', '7e68', '04f5', '283c']",5
788a,"['10c9', 'c5cc', 'f362']",3
788c,"['8b88', 'f165']",2
78b2,['3530'],1
78e4,"['c448', 'e957']",2
78e5,"['7e68', 'c087', '9ba8', 'f31b', '609f', '5eb9', '4f34', '4f08', '1333']",9
7941,"['6ed3', '3b4f', 'e9e3']",3
797e,"['6e29', '5de3']",2
7992,"['04c9', 'e1dc', '0291']",3
79a4,"['1150', 'e1dc', '1211', '2d39']",4
79bc,"['283c', 'c379', 'e1a7']",3
79d2,"['6cc1', '24f4', 'edd5']",3
